BkNo	Year	Day	hh	mm	ss	mss	ns	Azimuth(deg)	Elevation(deg	)Tv	Dv	TSn	RSn	DTp	STp	SId	BkCt	SRt	InTim
87	2016	240	17	19	13	0	0	353.28	9.85	0	0	f8	f0	8	4	4	2957	1	0
87	2016	240	17	19	14	0	0	353.28	9.77	0	0	f8	f0	8	4	4	2957	1	0
87	2016	240	17	19	15	0	0	353.26	9.68	0	0	f8	f0	8	4	4	2957	1	0
87	2016	240	17	19	16	0	0	353.23	9.59	0	0	f8	f0	8	4	4	2957	1	0
87	2016	240	17	19	17	0	0	353.2	9.5	0	0	f8	f0	8	4	4	2957	1	0
87	2016	240	17	19	18	0	0	353.2	9.41	0	0	f8	f0	8	4	4	2957	1	0
87	2016	240	17	19	19	0	0	353.19	9.32	0	0	f8	f0	8	4	4	2957	1	0
88	2016	240	17	19	20	0	0	353.14	9.24	0	0	f8	f0	8	4	4	2958	1	0
88	2016	240	17	19	21	0	0	353.14	9.17	0	0	f8	f0	8	4	4	2958	1	0
88	2016	240	17	19	22	0	0	353.14	9.08	0	0	f8	f0	8	4	4	2958	1	0
88	2016	240	17	19	23	0	0	353.13	9	0	0	f8	f0	8	4	4	2958	1	0
88	2016	240	17	19	24	0	0	353.09	8.92	0	0	f8	f0	8	4	4	2958	1	0
88	2016	240	17	19	25	0	0	353.06	8.84	0	0	f8	f0	8	4	4	2958	1	0
88	2016	240	17	19	26	0	0	353.06	8.75	0	0	f8	f0	8	4	4	2958	1	0
88	2016	240	17	19	27	0	0	353.04	8.67	0	0	f8	f0	8	4	4	2958	1	0
88	2016	240	17	19	28	0	0	352.99	8.58	0	0	f8	f0	8	4	4	2958	1	0
88	2016	240	17	19	29	0	0	352.99	8.5	0	0	f8	f0	8	4	4	2958	1	0
89	2016	240	17	19	30	0	0	352.99	8.42	0	0	f8	f0	8	4	4	2959	1	0
89	2016	240	17	19	31	0	0	352.99	8.34	0	0	f8	f0	8	4	4	2959	1	0
89	2016	240	17	19	32	0	0	352.99	8.26	0	0	f8	f0	8	4	4	2959	1	0
89	2016	240	17	19	33	0	0	352.94	8.18	0	0	f8	f0	8	4	4	2959	1	0
89	2016	240	17	19	34	0	0	352.92	8.1	0	0	f8	f0	8	4	4	2959	1	0
89	2016	240	17	19	35	0	0	352.89	8.03	0	0	f8	f0	8	4	4	2959	1	0
89	2016	240	17	19	36	0	0	352.86	7.95	0	0	f8	f0	8	4	4	2959	1	0
89	2016	240	17	19	37	0	0	352.86	7.84	0	0	f8	f0	8	4	4	2959	1	0
89	2016	240	17	19	38	0	0	352.86	7.77	0	0	f8	f0	8	4	4	2959	1	0
89	2016	240	17	19	39	0	0	352.86	7.69	0	0	f8	f0	8	4	4	2959	1	0
90	2016	240	17	19	40	0	0	352.86	7.62	0	0	f8	f0	8	4	4	295a	1	0
90	2016	240	17	19	41	0	0	352.83	7.54	0	0	f8	f0	8	4	4	295a	1	0
90	2016	240	17	19	42	0	0	352.78	7.47	0	0	f8	f0	8	4	4	295a	1	0
90	2016	240	17	19	43	0	0	352.77	7.4	0	0	f8	f0	8	4	4	295a	1	0
90	2016	240	17	19	44	0	0	352.77	7.31	0	0	f8	f0	8	4	4	295a	1	0
90	2016	240	17	19	45	0	0	352.74	7.24	0	0	f8	f0	8	4	4	295a	1	0
90	2016	240	17	19	46	0	0	352.73	7.16	0	0	f8	f0	8	4	4	295a	1	0
90	2016	240	17	19	47	0	0	352.72	7.08	0	0	f8	f0	8	4	4	295a	1	0
90	2016	240	17	19	48	0	0	352.72	7	0	0	f8	f0	8	4	4	295a	1	0
90	2016	240	17	19	49	0	0	352.7	6.93	0	0	f8	f0	8	4	4	295a	1	0
91	2016	240	17	19	50	0	0	352.67	6.85	0	0	f8	f0	8	4	4	295b	1	0
91	2016	240	17	19	51	0	0	352.66	6.77	0	0	f8	f0	8	4	4	295b	1	0
91	2016	240	17	19	52	0	0	352.66	6.71	0	0	f8	f0	8	4	4	295b	1	0
91	2016	240	17	19	53	0	0	352.63	6.62	0	0	f8	f0	8	4	4	295b	1	0
91	2016	240	17	19	54	0	0	352.61	6.55	0	0	f8	f0	8	4	4	295b	1	0
91	2016	240	17	19	55	0	0	352.6	6.48	0	0	f8	f0	8	4	4	295b	1	0
91	2016	240	17	19	56	0	0	352.6	6.41	0	0	f8	f0	8	4	4	295b	1	0
91	2016	240	17	19	57	0	0	352.6	6.34	0	0	f8	f0	8	4	4	295b	1	0
91	2016	240	17	19	58	0	0	352.57	6.26	0	0	f8	f0	8	4	4	295b	1	0
91	2016	240	17	19	59	0	0	352.54	6.2	0	0	f8	f0	8	4	4	295b	1	0
92	2016	240	17	20	0	0	0	352.52	6.12	0	0	f8	f0	8	4	4	295c	1	0
92	2016	240	17	20	1	0	0	352.51	6.06	0	0	f8	f0	8	4	4	295c	1	0
92	2016	240	17	20	2	0	0	352.51	5.99	0	0	f8	f0	8	4	4	295c	1	0
92	2016	240	17	20	3	0	0	352.49	5.92	0	0	f8	f0	8	4	4	295c	1	0
92	2016	240	17	20	4	0	0	352.46	5.85	0	0	f8	f0	8	4	4	295c	1	0
92	2016	240	17	20	5	0	0	352.46	5.77	0	0	f8	f0	8	4	4	295c	1	0
92	2016	240	17	20	6	0	0	352.46	5.71	0	0	f8	f0	8	4	4	295c	1	0
92	2016	240	17	20	7	0	0	352.46	5.64	0	0	f8	f0	8	4	4	295c	1	0
92	2016	240	17	20	8	0	0	352.44	5.57	0	0	f8	f0	8	4	4	295c	1	0
92	2016	240	17	20	9	0	0	352.41	5.51	0	0	f8	f0	8	4	4	295c	1	0
93	2016	240	17	20	10	0	0	352.4	5.45	0	0	f8	f0	8	4	4	295d	1	0
93	2016	240	17	20	11	0	0	352.38	5.38	0	0	f8	f0	8	4	4	295d	1	0
93	2016	240	17	20	12	0	0	352.38	5.3	0	0	f8	f0	8	4	4	295d	1	0
93	2016	240	17	20	13	0	0	352.36	5.21	0	0	f8	f0	8	4	4	295d	1	0
93	2016	240	17	20	14	0	0	352.33	5.14	0	0	f8	f0	8	4	4	295d	1	0
93	2016	240	17	20	15	0	0	352.32	5.06	0	0	f8	f0	8	4	4	295d	1	0
93	2016	240	17	20	16	0	0	352.32	4.99	0	0	f8	f0	8	4	4	295d	1	0
93	2016	240	17	20	17	0	0	352.32	4.91	0	0	f8	f0	8	4	4	295d	1	0
93	2016	240	17	20	18	0	0	352.31	4.85	0	0	f8	f0	8	4	4	295d	1	0
93	2016	240	17	20	19	0	0	352.28	4.77	0	0	f8	f0	8	4	4	295d	1	0
94	2016	240	17	20	20	0	0	352.28	4.7	0	0	f8	f0	8	4	4	295e	1	0
94	2016	240	17	20	21	0	0	352.28	4.64	0	0	f8	f0	8	4	4	295e	1	0
94	2016	240	17	20	22	0	0	352.27	4.58	0	0	f8	f0	8	4	4	295e	1	0
94	2016	240	17	20	23	0	0	352.24	4.52	0	0	f8	f0	8	4	4	295e	1	0
94	2016	240	17	20	24	0	0	352.22	4.44	0	0	f8	f0	8	4	4	295e	1	0
94	2016	240	17	20	25	0	0	352.21	4.37	0	0	f8	f0	8	4	4	295e	1	0
94	2016	240	17	20	26	0	0	352.19	4.29	0	0	f8	f0	8	4	4	295e	1	0
94	2016	240	17	20	27	0	0	352.19	4.22	0	0	f8	f0	8	4	4	295e	1	0
94	2016	240	17	20	28	0	0	352.19	3.99	0	3	f8	f0	8	4	4	295e	1	0
94	2016	240	17	20	29	0	0	352.19	3.83	0	3	f8	f0	8	4	4	295e	1	0
95	2016	240	17	20	30	0	0	352.19	3.78	0	3	f8	f0	8	4	4	295f	1	0
95	2016	240	17	20	31	0	0	352.18	3.72	0	3	f8	f0	8	4	4	295f	1	0
95	2016	240	17	20	32	0	0	352.16	3.65	0	3	f8	f0	8	4	4	295f	1	0
95	2016	240	17	20	33	0	0	352.15	3.58	0	3	f8	f0	8	4	4	295f	1	0
95	2016	240	17	20	34	0	0	352.13	3.52	0	3	f8	f0	8	4	4	295f	1	0
95	2016	240	17	20	35	0	0	352.13	3.46	0	3	f8	f0	8	4	4	295f	1	0
95	2016	240	17	20	36	0	0	352.12	3.39	0	3	f8	f0	8	4	4	295f	1	0
95	2016	240	17	20	37	0	0	352.1	3.32	0	3	f8	f0	8	4	4	295f	1	0
95	2016	240	17	20	38	0	0	352.1	3.25	0	3	f8	f0	8	4	4	295f	1	0
95	2016	240	17	20	39	0	0	352.08	3.19	0	3	f8	f0	8	4	4	295f	1	0
96	2016	240	17	20	40	0	0	352.07	3.11	0	3	f8	f0	8	4	4	2960	1	0
96	2016	240	17	20	41	0	0	352.07	3.05	0	3	f8	f0	8	4	4	2960	1	0
96	2016	240	17	20	42	0	0	352.04	2.99	0	3	f8	f0	8	4	4	2960	1	0
96	2016	240	17	20	43	0	0	352.04	2.93	0	3	f8	f0	8	4	4	2960	1	0
96	2016	240	17	20	44	0	0	352.03	2.85	0	3	f8	f0	8	4	4	2960	1	0
96	2016	240	17	20	45	0	0	352.02	2.79	0	3	f8	f0	8	4	4	2960	1	0
96	2016	240	17	20	46	0	0	352	2.72	0	3	f8	f0	8	4	4	2960	1	0
96	2016	240	17	20	47	0	0	351.99	2.66	0	3	f8	f0	8	4	4	2960	1	0
96	2016	240	17	20	48	0	0	351.99	2.6	0	3	f8	f0	8	4	4	2960	1	0
96	2016	240	17	20	49	0	0	351.98	2.53	0	3	f8	f0	8	4	4	2960	1	0
97	2016	240	17	20	50	0	0	351.97	2.46	0	3	f8	f0	8	4	4	2961	1	0
97	2016	240	17	20	51	0	0	351.96	2.39	0	3	f8	f0	8	4	4	2961	1	0
97	2016	240	17	20	52	0	0	351.95	2.32	0	3	f8	f0	8	4	4	2961	1	0
97	2016	240	17	20	53	0	0	351.94	2.25	0	3	f8	f0	8	4	4	2961	1	0
97	2016	240	17	20	54	0	0	351.93	2.19	0	3	f8	f0	8	4	4	2961	1	0
97	2016	240	17	20	55	0	0	351.93	2.13	0	3	f8	f0	8	4	4	2961	1	0
97	2016	240	17	20	56	0	0	351.93	2.07	0	3	f8	f0	8	4	4	2961	1	0
97	2016	240	17	20	57	0	0	351.91	2.01	0	3	f8	f0	8	4	4	2961	1	0
97	2016	240	17	20	58	0	0	351.89	1.94	0	3	f8	f0	8	4	4	2961	1	0
97	2016	240	17	20	59	0	0	351.88	1.87	0	3	f8	f0	8	4	4	2961	1	0
98	2016	240	17	21	0	0	0	351.88	1.81	0	3	f8	f0	8	4	4	2962	1	0
98	2016	240	17	21	1	0	0	351.85	1.78	0	3	f8	f0	8	4	4	2962	1	0
98	2016	240	17	21	2	0	0	351.84	1.76	0	3	f8	f0	8	4	4	2962	1	0
98	2016	240	17	21	3	0	0	351.84	1.74	0	3	f8	f0	8	4	4	2962	1	0
98	2016	240	17	21	4	0	0	351.84	1.7	0	3	f8	f0	8	4	4	2962	1	0
98	2016	240	17	21	5	0	0	351.83	1.68	0	3	f8	f0	8	4	4	2962	1	0
98	2016	240	17	21	6	0	0	351.81	1.66	0	3	f8	f0	8	4	4	2962	1	0
98	2016	240	17	21	7	0	0	351.81	1.62	0	3	f8	f0	8	4	4	2962	1	0
98	2016	240	17	21	8	0	0	351.8	1.61	0	3	f8	f0	8	4	4	2962	1	0
98	2016	240	17	21	9	0	0	351.78	1.57	0	3	f8	f0	8	4	4	2962	1	0
99	2016	240	17	21	10	0	0	351.77	1.55	0	3	f8	f0	8	4	4	2963	1	0
99	2016	240	17	21	11	0	0	351.77	1.55	0	3	f8	f0	8	4	4	2963	1	0
99	2016	240	17	21	12	0	0	351.76	1.55	0	3	f8	f0	8	4	4	2963	1	0
99	2016	240	17	21	13	0	0	351.75	1.55	0	3	f8	f0	8	4	4	2963	1	0
99	2016	240	17	21	14	0	0	351.75	1.55	0	3	f8	f0	8	4	4	2963	1	0
99	2016	240	17	21	15	0	0	351.74	1.55	0	3	f8	f0	8	4	4	2963	1	0
99	2016	240	17	21	16	0	0	351.74	1.55	0	3	f8	f0	8	4	4	2963	1	0
99	2016	240	17	21	17	0	0	351.71	1.55	0	3	f8	f0	8	4	4	2963	1	0
99	2016	240	17	21	18	0	0	351.7	1.55	0	3	f8	f0	8	4	4	2963	1	0
99	2016	240	17	21	19	0	0	351.7	1.55	0	3	f8	f0	8	4	4	2963	1	0
100	2016	240	17	21	20	0	0	351.69	1.55	0	3	f8	f0	8	4	4	2964	1	0
100	2016	240	17	21	21	0	0	351.68	1.55	0	5	f8	f0	8	4	4	2964	1	0
100	2016	240	17	21	22	0	0	351.68	1.55	0	5	f8	f0	8	4	4	2964	1	0
100	2016	240	17	21	23	0	0	351.68	1.55	0	5	f8	f0	8	4	4	2964	1	0
100	2016	240	17	21	24	0	0	351.68	1.55	0	5	f8	f0	8	4	4	2964	1	0
100	2016	240	17	21	25	0	0	351.68	1.55	0	5	f8	f0	8	4	4	2964	1	0
100	2016	240	17	21	26	0	0	351.68	1.55	0	5	f8	f0	8	4	4	2964	1	0
100	2016	240	17	21	27	0	0	351.68	1.55	0	5	f8	f0	8	4	4	2964	1	0
100	2016	240	17	21	28	0	0	351.68	1.55	0	5	f8	f0	8	4	4	2964	1	0
100	2016	240	17	21	29	0	0	351.68	1.55	0	5	f8	f0	8	4	4	2964	1	0
101	2016	240	17	21	30	0	0	351.68	1.55	0	5	f8	f0	8	4	4	2965	1	0
101	2016	240	17	21	31	0	0	351.68	1.55	0	5	f8	f0	8	4	4	2965	1	0
101	2016	240	17	21	32	0	0	351.68	1.55	0	5	f8	f0	8	4	4	2965	1	0
101	2016	240	17	21	33	0	0	351.68	1.55	0	5	f8	f0	8	4	4	2965	1	0
101	2016	240	17	21	34	0	0	351.68	1.55	0	5	f8	f0	8	4	4	2965	1	0
101	2016	240	17	21	35	0	0	351.68	1.55	0	5	f8	f0	8	4	4	2965	1	0
101	2016	240	17	21	36	0	0	351.68	1.55	0	5	f8	f0	8	4	4	2965	1	0
101	2016	240	17	21	37	0	0	351.68	1.55	0	5	f8	f0	8	4	4	2965	1	0
101	2016	240	17	21	38	0	0	351.68	1.55	0	5	f8	f0	8	4	4	2965	1	0
101	2016	240	17	21	39	0	0	351.69	1.55	0	5	f8	f0	8	4	4	2965	1	0
102	2016	240	17	21	40	0	0	351.69	1.55	0	5	f8	f0	8	4	4	2966	1	0
102	2016	240	17	21	41	0	0	351.69	1.55	0	5	f8	f0	8	4	4	2966	1	0
102	2016	240	17	21	42	0	0	351.69	1.55	0	5	f8	f0	8	4	4	2966	1	0
102	2016	240	17	21	43	0	0	351.69	1.55	0	5	f8	f0	8	4	4	2966	1	0
102	2016	240	17	21	44	0	0	351.69	1.55	0	5	f8	f0	8	4	4	2966	1	0
102	2016	240	17	21	45	0	0	351.69	1.55	0	5	f8	f0	8	4	4	2966	1	0
102	2016	240	17	21	46	0	0	351.69	1.55	0	5	f8	f0	8	4	4	2966	1	0
102	2016	240	17	21	47	0	0	351.69	1.55	0	5	f8	f0	8	4	4	2966	1	0
102	2016	240	17	21	48	0	0	351.69	1.56	0	5	f8	f0	8	4	4	2966	1	0
102	2016	240	17	21	49	0	0	351.69	1.56	0	5	f8	f0	8	4	4	2966	1	0
103	2016	240	17	21	50	0	0	351.69	1.56	0	5	f8	f0	8	4	4	2967	1	0
103	2016	240	17	21	51	0	0	351.69	1.56	0	5	f8	f0	8	4	4	2967	1	0
103	2016	240	17	21	52	0	0	351.69	1.56	0	5	f8	f0	8	4	4	2967	1	0
103	2016	240	17	21	53	0	0	351.69	1.56	0	5	f8	f0	8	4	4	2967	1	0
103	2016	240	17	21	54	0	0	351.69	1.56	0	5	f8	f0	8	4	4	2967	1	0
103	2016	240	17	21	55	0	0	351.69	1.56	0	5	f8	f0	8	4	4	2967	1	0
103	2016	240	17	21	56	0	0	351.69	1.56	0	5	f8	f0	8	4	4	2967	1	0
103	2016	240	17	21	57	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2967	1	0
103	2016	240	17	21	58	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2967	1	0
103	2016	240	17	21	59	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2967	1	0
104	2016	240	17	22	0	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2968	1	0
104	2016	240	17	22	1	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2968	1	0
104	2016	240	17	22	2	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2968	1	0
104	2016	240	17	22	3	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2968	1	0
104	2016	240	17	22	4	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2968	1	0
104	2016	240	17	22	5	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2968	1	0
104	2016	240	17	22	6	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2968	1	0
104	2016	240	17	22	7	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2968	1	0
104	2016	240	17	22	8	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2968	1	0
104	2016	240	17	22	9	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2968	1	0
105	2016	240	17	22	10	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2969	1	0
105	2016	240	17	22	11	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2969	1	0
105	2016	240	17	22	12	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2969	1	0
105	2016	240	17	22	13	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2969	1	0
105	2016	240	17	22	14	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2969	1	0
105	2016	240	17	22	15	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2969	1	0
105	2016	240	17	22	16	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2969	1	0
105	2016	240	17	22	17	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2969	1	0
105	2016	240	17	22	18	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2969	1	0
105	2016	240	17	22	19	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2969	1	0
106	2016	240	17	22	20	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296a	1	0
106	2016	240	17	22	21	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296a	1	0
106	2016	240	17	22	22	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296a	1	0
106	2016	240	17	22	23	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296a	1	0
106	2016	240	17	22	24	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296a	1	0
106	2016	240	17	22	25	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296a	1	0
106	2016	240	17	22	26	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296a	1	0
106	2016	240	17	22	27	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296a	1	0
106	2016	240	17	22	28	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296a	1	0
106	2016	240	17	22	29	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296a	1	0
107	2016	240	17	22	30	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296b	1	0
107	2016	240	17	22	31	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296b	1	0
107	2016	240	17	22	32	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296b	1	0
107	2016	240	17	22	33	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296b	1	0
107	2016	240	17	22	34	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296b	1	0
107	2016	240	17	22	35	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296b	1	0
107	2016	240	17	22	36	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296b	1	0
107	2016	240	17	22	37	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296b	1	0
107	2016	240	17	22	38	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296b	1	0
107	2016	240	17	22	39	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296b	1	0
108	2016	240	17	22	40	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296c	1	0
108	2016	240	17	22	41	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296c	1	0
108	2016	240	17	22	42	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296c	1	0
108	2016	240	17	22	43	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296c	1	0
108	2016	240	17	22	44	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296c	1	0
108	2016	240	17	22	45	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296c	1	0
108	2016	240	17	22	46	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296c	1	0
108	2016	240	17	22	47	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296c	1	0
108	2016	240	17	22	48	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296c	1	0
108	2016	240	17	22	49	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296c	1	0
109	2016	240	17	22	50	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296d	1	0
109	2016	240	17	22	51	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296d	1	0
109	2016	240	17	22	52	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296d	1	0
109	2016	240	17	22	53	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296d	1	0
109	2016	240	17	22	54	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296d	1	0
109	2016	240	17	22	55	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296d	1	0
109	2016	240	17	22	56	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296d	1	0
109	2016	240	17	22	57	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296d	1	0
109	2016	240	17	22	58	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296d	1	0
109	2016	240	17	22	59	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296d	1	0
110	2016	240	17	23	0	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296e	1	0
110	2016	240	17	23	1	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296e	1	0
110	2016	240	17	23	2	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296e	1	0
110	2016	240	17	23	3	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296e	1	0
110	2016	240	17	23	4	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296e	1	0
110	2016	240	17	23	5	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296e	1	0
110	2016	240	17	23	6	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296e	1	0
110	2016	240	17	23	7	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296e	1	0
110	2016	240	17	23	8	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296e	1	0
110	2016	240	17	23	9	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296e	1	0
111	2016	240	17	23	10	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296f	1	0
111	2016	240	17	23	11	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296f	1	0
111	2016	240	17	23	12	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296f	1	0
111	2016	240	17	23	13	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296f	1	0
111	2016	240	17	23	14	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296f	1	0
111	2016	240	17	23	15	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296f	1	0
111	2016	240	17	23	16	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296f	1	0
111	2016	240	17	23	17	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296f	1	0
111	2016	240	17	23	18	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296f	1	0
111	2016	240	17	23	19	0	0	351.69	1.57	0	5	f8	f0	8	4	4	296f	1	0
112	2016	240	17	23	20	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2970	1	0
112	2016	240	17	23	21	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2970	1	0
112	2016	240	17	23	22	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2970	1	0
112	2016	240	17	23	23	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2970	1	0
112	2016	240	17	23	24	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2970	1	0
112	2016	240	17	23	25	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2970	1	0
112	2016	240	17	23	26	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2970	1	0
112	2016	240	17	23	27	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2970	1	0
112	2016	240	17	23	28	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2970	1	0
112	2016	240	17	23	29	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2970	1	0
113	2016	240	17	23	30	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2971	1	0
113	2016	240	17	23	31	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2971	1	0
113	2016	240	17	23	32	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2971	1	0
113	2016	240	17	23	33	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2971	1	0
113	2016	240	17	23	34	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2971	1	0
113	2016	240	17	23	35	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2971	1	0
113	2016	240	17	23	36	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2971	1	0
113	2016	240	17	23	37	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2971	1	0
113	2016	240	17	23	38	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2971	1	0
113	2016	240	17	23	39	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2971	1	0
114	2016	240	17	23	40	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2972	1	0
114	2016	240	17	23	41	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2972	1	0
114	2016	240	17	23	42	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2972	1	0
114	2016	240	17	23	43	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2972	1	0
114	2016	240	17	23	44	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2972	1	0
114	2016	240	17	23	45	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2972	1	0
114	2016	240	17	23	46	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2972	1	0
114	2016	240	17	23	47	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2972	1	0
114	2016	240	17	23	48	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2972	1	0
114	2016	240	17	23	49	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2972	1	0
115	2016	240	17	23	50	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2973	1	0
115	2016	240	17	23	51	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2973	1	0
115	2016	240	17	23	52	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2973	1	0
115	2016	240	17	23	53	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2973	1	0
115	2016	240	17	23	54	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2973	1	0
115	2016	240	17	23	55	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2973	1	0
115	2016	240	17	23	56	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2973	1	0
115	2016	240	17	23	57	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2973	1	0
115	2016	240	17	23	58	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2973	1	0
115	2016	240	17	23	59	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2973	1	0
116	2016	240	17	24	0	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2974	1	0
116	2016	240	17	24	1	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2974	1	0
116	2016	240	17	24	2	0	0	351.69	1.57	0	5	f8	f0	8	4	4	2974	1	0
